cat_periodo,mrun,gen_alu,fec_nac_alu,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,fecha_obtencion_titulo,tipo_inst_1,tipo_inst_2,cod_inst,nomb_inst,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,tipo_plan_carr,area_conocimiento,area_generica,cine_f_13_area,cine_f_13_subarea,anio_titulo,mes_titulo,semestre_titulo,duracion_real_sem,edad_titulacion,edad_ingreso,sobreduracion_sem,indice_duracion,titulacion_oportuna,categoria_rezago,genero,cohorte_ingreso,es_no_presencial,atipico_duracion,atipico_edad,atipico_teorica,es_atipico
2022,23626399,2,199812,20 a 24 Años,2017,1,20220609,Universidades,Universidades Cruch,87,Universidad de Concepcion,104,Nutricion y Dietetica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Salud,Nutrición y Dietética,Salud y Bienestar,Salud,2022,6,1,11,23,19,1,1.1,False,Rezago leve,Mujer,2017,False,False,False,False,False
2023,4288111,2,200003,20 a 24 Años,2020,1,20230523,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,1,Tecnico Superior en Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,5,1,7,23,20,2,1.4,False,Rezago leve,Mujer,2020,True,False,False,False,False
2021,20678739,1,197006,40 y Más Años,2018,1,20220118,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,23,Construccion Civil,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Los Lagos,Llanquihue,Puerto Montt,Vespertina,Presencial,Plan Regular,Tecnología,Construcción Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2022,1,1,9,51,48,1,1.125,False,Rezago leve,Hombre,2018,False,False,False,False,False
2024,7151178,2,199907,20 a 24 Años,2020,1,20240606,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,227,Ingenieria en Administracion de Empresas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Antofagasta,Antofagasta,Antofagasta,Vespertina,Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,6,1,9,24,21,1,1.125,False,Rezago leve,Mujer,2020,False,False,False,False,False
2024,23841340,2,200401,20 a 24 Años,2022,1,20241218,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,47,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2024,12,2,6,20,18,1,1.2,False,Rezago leve,Mujer,2022,False,False,False,False,False
2021,17885056,1,199011,30 a 34 Años,2019,1,20220131,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,42,Analista Programador,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Cordillera,Puente Alto,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2022,1,1,7,31,29,2,1.4,False,Rezago leve,Hombre,2019,False,False,False,False,False
2023,12426567,1,199810,20 a 24 Años,2019,1,20240212,Universidades,Universidades Privadas,13,Universidad Santo Tomas,6,Psicologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Biobío,Biobio,Los Angeles,Diurna,Presencial,Plan Regular,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2024,2,1,11,25,21,1,1.1,False,Rezago leve,Hombre,2019,False,False,False,False,False
2025,15479983,2,200111,20 a 24 Años,2021,1,20260116,Universidades,Universidades Privadas,10,Universidad Mayor,173,Pedagogia en Artes Musicales para la Educacion Basica y Educacion Media,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Providencia,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Artes y Música,Educación,Educación,2026,1,1,11,24,20,1,1.1,False,Rezago leve,Mujer,2021,False,False,False,False,False
2025,9264237,1,197910,40 y Más Años,2024,1,20251125,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,67,Ingenieria Industrial,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Tecnología,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2025,11,2,4,46,45,-4,0.5,True,Oportuna,Hombre,2024,True,False,False,False,False
2025,23438816,1,198010,40 y Más Años,2023,1,20251212,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,17,Tecnico en Informatica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Tecnología,Técnico en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2025,12,2,6,45,43,1,1.2,False,Rezago leve,Hombre,2023,True,False,False,False,False
2021,7031365,2,196704,40 y Más Años,2015,2,20210615,Universidades,Universidades Privadas,26,"Universidad de Artes, Ciencias y Comunicacion - Uniacc",2,Arquitectura,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,1,10,Metropolitana,Santiago,Providencia,Vespertina,Presencial,Plan Regular,Arte y Arquitectura,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2021,6,1,12,54,48,2,1.2,False,Rezago leve,Mujer,2015,False,False,False,False,False
2021,10521766,1,199606,25 a 29 Años,2016,1,20210331,Universidades,Universidades Privadas,45,Universidad del Desarrollo,2,Ingenieria Comercial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,3,1,11,24,20,1,1.1,False,Rezago leve,Hombre,2016,False,False,False,False,False
2020,22536264,2,199302,25 a 29 Años,2018,1,20201105,Centros de Formación Técnica,Centros de Formación Técnica,367,Cft San Agustin,16,Tecnico en Parvulos y Basica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Maule,Talca,Talca,Vespertina,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2020,11,2,6,27,25,1,1.2,False,Rezago leve,Mujer,2018,False,False,False,False,False
2023,18631568,1,199605,25 a 29 Años,2020,1,20240105,Institutos Profesionales,Institutos Profesionales,123,Ip de Chile,199,Ingenieria en Gestion e Innovacion Digital de Negocios,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Santiago,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,1,1,9,27,24,1,1.125,False,Rezago leve,Hombre,2020,True,False,False,False,False
2024,10343701,1,199405,30 a 34 Años,2021,1,20250123,Institutos Profesionales,Institutos Profesionales,116,Ip Santo Tomas,4,Servicio Social,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Los Lagos,Osorno,Osorno,Diurna,Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2025,1,1,9,30,27,1,1.125,False,Rezago leve,Hombre,2021,False,False,False,False,False
2022,9545094,1,198102,40 y Más Años,2005,1,20220715,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,50,Ingenieria en Administracion de Empresas Mencion Marketing,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,La Araucanía,Cautin,Temuco,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,7,1,35,41,24,27,4.375,False,Rezago severo,Hombre,2005,False,False,False,False,False
2025,16937017,2,198611,35 a 39 Años,2023,1,20250902,Centros de Formación Técnica,Centros de Formación Técnica,218,Cft de Enac,10,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2025,9,2,6,38,37,1,1.2,False,Rezago leve,Mujer,2023,False,False,False,False,False
2025,6992147,1,200008,20 a 24 Años,2020,1,20250505,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,302,Ingenieria en Informatica,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2025,5,1,11,24,20,3,1.375,False,Rezago moderado,Hombre,2020,False,False,False,False,False
2023,14916306,1,199506,25 a 29 Años,2019,1,20230810,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,227,Ingenieria en Administracion de Empresas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Vespertina,Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,8,2,10,28,24,2,1.25,False,Rezago leve,Hombre,2019,False,False,False,False,False
2023,1020952,2,197703,40 y Más Años,2021,1,20230728,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,31,Tecnico de Nivel Superior en Administracion Publica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Ciencias Sociales,Técnico en Administración Pública o Municipal,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,7,1,5,46,44,0,1.0,True,Oportuna,Mujer,2021,True,False,False,False,False
2020,13264083,2,199701,20 a 24 Años,2019,1,20210225,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,23,Construccion Civil,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Coquimbo,Elqui,La Serena,Vespertina,Presencial,Plan Regular,Tecnología,Construcción Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2021,2,1,5,24,22,-3,0.625,True,Oportuna,Mujer,2019,False,False,False,False,False
2025,14584592,1,200110,20 a 24 Años,2020,1,20251210,Universidades,Universidades Cruch,86,Pontificia Universidad Catolica de Chile,653,Publicidad,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,0,9,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Publicidad,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,12,2,12,24,19,3,1.333,False,Rezago moderado,Hombre,2020,False,False,False,False,False
2022,16054564,1,199804,20 a 24 Años,2018,1,20230116,Universidades,Universidades Cruch,72,Universidad de Valparaiso,32,Fonoaudiologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,2,10,Valparaíso,San Felipe de Aconcagua,San Felipe,Diurna,Presencial,Plan Regular,Salud,Fonoaudiología,Salud y Bienestar,Salud,2023,1,1,11,24,20,1,1.1,False,Rezago leve,Hombre,2018,False,False,False,False,False
2020,10028477,1,199711,20 a 24 Años,2016,1,20200506,Universidades,Universidades Privadas,54,Universidad Tecnologica de Chile Inacap,68,Ingenieria en Administracion de Empresas Mencion Gestion de Personas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,5,1,9,22,19,1,1.125,False,Rezago leve,Hombre,2016,False,False,False,False,False
2024,521807,2,200102,20 a 24 Años,2019,1,20240722,Universidades,Universidades Privadas,23,Universidad Adolfo Ibañez,42,Psicologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2024,7,1,11,23,18,1,1.1,False,Rezago leve,Mujer,2019,False,False,False,False,False
2024,7159089,2,199411,25 a 29 Años,2018,1,20241202,Universidades,Universidades Cruch,34,Universidad de los Andes,41,Medicina,Pregrado,Profesional con Licenciatura,Carreras Profesionales,14,0,14,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Salud,Medicina,Salud y Bienestar,Salud,2024,12,2,14,30,24,0,1.0,True,Oportuna,Mujer,2018,False,False,False,False,False
2024,5894000,1,199307,30 a 34 Años,2013,1,20240821,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,134,Mecanica Automotriz en Sistemas Electronicos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Magallanes,Magallanes,Punta Arenas,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,8,2,24,31,20,20,6.0,False,Rezago severo,Hombre,2013,False,False,False,False,False
2024,20656684,2,199703,25 a 29 Años,2016,1,20240722,Universidades,Universidades Cruch,80,Universidad de Tarapaca,27,Psicologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,2,11,Arica y Parinacota,Arica,Arica,Diurna,Presencial,Plan Regular,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2024,7,1,17,27,19,6,1.545,False,Rezago severo,Mujer,2016,False,False,False,False,False
2023,19341751,1,200011,20 a 24 Años,2019,1,20230322,Universidades,Universidades Cruch,87,Universidad de Concepcion,62,Licenciatura en Matematica,Pregrado,Licenciatura No Conducente a Título,Carreras Profesionales,8,0,8,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Ciencias Básicas,Matemática Y/O Estadística,"Ciencias Naturales, Matemáticas y Estadística",Matemáticas y Estadísticas,2023,3,1,9,22,19,1,1.125,False,Rezago leve,Hombre,2019,False,False,False,False,False
2021,4990803,2,199612,20 a 24 Años,2015,1,20210524,Universidades,Universidades Privadas,13,Universidad Santo Tomas,37,Nutricion y Dietetica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Los Lagos,Llanquihue,Puerto Montt,Diurna,Presencial,Plan Regular,Salud,Nutrición y Dietética,Salud y Bienestar,Salud,2021,5,1,13,24,19,3,1.3,False,Rezago moderado,Mujer,2015,False,False,False,False,False
2024,6189534,1,199704,25 a 29 Años,2017,1,20240502,Universidades,Universidades Cruch,72,Universidad de Valparaiso,78,Nutricion y Dietetica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,2,10,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Salud,Nutrición y Dietética,Salud y Bienestar,Salud,2024,5,1,15,27,20,5,1.5,False,Rezago severo,Hombre,2017,False,False,False,False,False
2020,23380895,1,199806,20 a 24 Años,2016,1,20200316,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,131,Gastronomia Internacional,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Gastronomía y Cocina,Servicios,Servicios Personales,2020,3,1,9,21,18,5,2.25,False,Rezago severo,Hombre,2016,False,False,False,False,False
2021,8132042,2,199607,20 a 24 Años,2015,1,20220121,Universidades,Universidades Cruch,90,Universidad Austral de Chile,22,Enfermeria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Los Lagos,Llanquihue,Puerto Montt,Diurna,Presencial,Plan Regular,Salud,Enfermería,Salud y Bienestar,Salud,2022,1,1,15,25,19,5,1.5,False,Rezago severo,Mujer,2015,False,False,False,False,False
2022,6707463,2,200003,20 a 24 Años,2019,1,20221223,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,429,Tourism And Hospitality,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración Turística y Hotelera,Servicios,Servicios Personales,2022,12,2,8,22,19,0,1.0,True,Oportuna,Mujer,2019,False,False,False,False,False
2024,12733528,1,199301,30 a 34 Años,2022,1,20240315,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,645,Tecnico en Operaciones Logisticas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Logística,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,3,1,5,31,29,0,1.0,True,Oportuna,Hombre,2022,True,False,False,False,False
2025,5038612,1,200405,20 a 24 Años,2022,1,20260108,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,307,Administracion Gastronomica,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Biobío,Biobio,Los Angeles,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración Gastronómica,Servicios,Servicios Personales,2026,1,1,9,21,18,1,1.125,False,Rezago leve,Hombre,2022,False,False,False,False,False
2023,10718792,1,199002,30 a 34 Años,2019,1,20230426,Institutos Profesionales,Institutos Profesionales,106,Ip Providencia,287,Ingenieria en Administracion Publica y Municipal,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Ciencias Sociales,Ingeniería en Gestión Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,4,1,9,33,29,1,1.125,False,Rezago leve,Hombre,2019,True,False,False,False,False
2024,24308260,1,200202,20 a 24 Años,2020,1,20240823,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,38,Comunicacion Audiovisual,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Comunicación Audiovisual Y/O Multimedia,Artes y Humanidades,Artes,2024,8,2,10,22,18,2,1.25,False,Rezago leve,Hombre,2020,False,False,False,False,False
2021,3071536,2,199809,20 a 24 Años,2018,1,20210428,Centros de Formación Técnica,Centros de Formación Técnica,319,Cft Prodata,132,Tecnico en Educacion Parvularia Mencion Integracion Escolar,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Atacama,Huasco,Vallenar,Vespertina,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2021,4,1,7,22,20,2,1.4,False,Rezago leve,Mujer,2018,False,False,False,False,False
2022,18553675,1,199312,25 a 29 Años,2020,1,20220517,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,677,Tecnico en Programacion y Analisis de Sistemas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Valparaíso,San Antonio,San Antonio,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2022,5,1,5,28,27,0,1.0,True,Oportuna,Hombre,2020,False,False,False,False,False
2020,25703302,1,199502,25 a 29 Años,2018,1,20201120,Institutos Profesionales,Institutos Profesionales,155,Ip los Leones,48,Tecnico en Gestion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,11,2,6,25,23,1,1.2,False,Rezago leve,Hombre,2018,False,False,False,False,False
2025,15520134,2,198603,35 a 39 Años,2022,1,20250616,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,119,Tecnico en Podologia Clinica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Cordillera,Puente Alto,Diurna,Presencial,Plan Regular,Salud,Técnico en Podología,Salud y Bienestar,Salud,2025,6,1,7,39,36,2,1.4,False,Rezago leve,Mujer,2022,False,False,False,False,False
2020,24423167,1,199511,20 a 24 Años,2018,1,20200518,Centros de Formación Técnica,Centros de Formación Técnica,390,Cft Instituto Tecnologico de Chile - I.T.C.,73,Tecnico en Gestion Logistica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,1,5,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Logística,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,5,1,5,24,23,0,1.0,True,Oportuna,Hombre,2018,False,False,False,False,False
2020,20848640,2,199706,20 a 24 Años,2018,1,20201015,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,83,Tecnico en Trabajo Social,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Valparaíso,San Felipe de Aconcagua,San Felipe,Vespertina,Presencial,Plan Regular,Ciencias Sociales,Técnico en Servicio Social,Salud y Bienestar,Bienestar,2020,10,2,6,23,21,1,1.2,False,Rezago leve,Mujer,2018,False,False,False,False,False
2023,1338311,2,199807,20 a 24 Años,2017,1,20231211,Universidades,Universidades Cruch,80,Universidad de Tarapaca,49,Ingenieria Quimica Ambiental,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Arica y Parinacota,Arica,Arica,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Química,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,12,2,14,25,19,4,1.4,False,Rezago moderado,Mujer,2017,False,False,False,False,False
2021,24971368,2,199902,20 a 24 Años,2019,1,20210615,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,42,Tecnico Deportivo,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Diurna,Presencial,Plan Regular,Educación,"Técnico en Deporte, Recreación y Preparación Física",Servicios,Servicios Personales,2021,6,1,5,22,20,0,1.0,True,Oportuna,Mujer,2019,False,False,False,False,False
2025,4949453,2,200412,20 a 24 Años,2023,1,20250801,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,170,Tecnico en Odontologia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Técnico Dental y Asistente de Odontología,Salud y Bienestar,Salud,2025,8,2,6,20,19,1,1.2,False,Rezago leve,Mujer,2023,False,False,False,False,False
2024,24258165,1,199510,25 a 29 Años,2018,1,20240503,Universidades,Universidades Cruch,85,Universidad Tecnologica Metropolitana,3,Arquitectura,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,3,12,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2024,5,1,13,28,23,1,1.083,False,Rezago leve,Hombre,2018,False,False,False,False,False
2021,2264613,2,198305,35 a 39 Años,2019,1,20210529,Universidades,Universidades Cruch,81,Universidad Arturo Prat,88,Ingenieria de Ejecucion en Administracion de Empresas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,La Araucanía,Malleco,Victoria,Diurna,Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,5,1,5,38,36,-3,0.625,True,Oportuna,Mujer,2019,False,False,False,False,False
2021,6928698,1,199106,30 a 34 Años,2015,1,20210426,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,10,"Ingenieria en Prevencion de Riesgos, Calidad y Ambiente",Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Macul,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2021,4,1,13,29,24,5,1.625,False,Rezago severo,Hombre,2015,False,False,False,False,False
2025,2295569,1,199903,25 a 29 Años,2019,1,20251231,Universidades,Universidades Cruch,86,Pontificia Universidad Catolica de Chile,342,Odontologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Metropolitana,Santiago,Macul,Diurna,Presencial,Plan Regular,Salud,Odontología,Salud y Bienestar,Salud,2025,12,2,14,26,20,2,1.167,False,Rezago leve,Hombre,2019,False,False,False,False,False
2021,4838269,2,199606,25 a 29 Años,2015,1,20210910,Universidades,Universidades Privadas,19,Universidad de las Americas,98,Kinesiologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Salud,Kinesiología,Salud y Bienestar,Salud,2021,9,2,14,25,19,4,1.4,False,Rezago moderado,Mujer,2015,False,False,False,False,False
2025,10928108,2,199911,25 a 29 Años,2020,1,20251209,Universidades,Universidades Privadas,31,Universidad Autonoma de Chile,39,Kinesiologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Metropolitana,Santiago,Providencia,Diurna,Presencial,Plan Regular,Salud,Kinesiología,Salud y Bienestar,Salud,2025,12,2,12,26,21,2,1.2,False,Rezago leve,Mujer,2020,False,False,False,False,False
2021,6095034,1,199705,20 a 24 Años,2016,1,20211021,Universidades,Universidades Cruch,87,Universidad de Concepcion,50,Ingenieria Civil Industrial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2021,10,2,12,24,19,0,1.0,True,Oportuna,Hombre,2016,False,False,False,False,False
2021,21587177,2,199801,20 a 24 Años,2017,1,20211230,Universidades,Universidades Cruch,91,Universidad Catolica del Norte,106,Nutricion y Dietetica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Coquimbo,Elqui,Coquimbo,Diurna,Presencial,Plan Regular,Salud,Nutrición y Dietética,Salud y Bienestar,Salud,2021,12,2,10,23,19,0,1.0,True,Oportuna,Mujer,2017,False,False,False,False,False
2025,4422707,1,199403,30 a 34 Años,2018,1,20250425,Universidades,Universidades Cruch,82,Universidad Metropolitana de Ciencias de la Educacion,19,Pedagogia en Castellano,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,2,10,Metropolitana,Santiago,Ñuñoa,Diurna,Presencial,Plan Regular,Educación,"Pedagogía en Lenguaje, Comunicación Y/O Castellano",Educación,Educación,2025,4,1,15,31,24,5,1.5,False,Rezago severo,Hombre,2018,False,False,False,False,False
2022,21931889,2,199312,25 a 29 Años,2020,1,20230106,Institutos Profesionales,Institutos Profesionales,116,Ip Santo Tomas,17,Tecnico en Trabajo Social,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Coquimbo,Limari,Ovalle,Diurna,Presencial,Plan Regular,Ciencias Sociales,Técnico en Servicio Social,Salud y Bienestar,Bienestar,2023,1,1,7,29,27,2,1.4,False,Rezago leve,Mujer,2020,False,False,False,False,False
